"単位[MW平均]","","","供給力"
"DATE","TIME","エリア需要","原子力","火力（ＬＮＧ）","火力（石炭）","火力（石油）","火力（その他）","水力","地熱","バイオマス","太陽光発電実績","太陽光出力制御量","風力発電実績","風力出力制御量","揚水","蓄電池","連系線","その他","合計"
"20251008","17:00","12484","2956","1954","3900","148","336","946","118","736","1236","0","216","0","1184","-8","1408","192","12506"
"20251008","17:30","12098","2952","1944","3902","146","336","992","118","730","434","0","214","0","1356","-24","1172","192","12120"
"20251008","18:00","11940","2956","1966","3894","146","336","1022","116","734","34","0","202","0","1700","-14","1336","194","11950"
"20251008","18:30","11936","2956","1950","3904","150","332","1034","116","730","0","0","184","0","1818","22","1436","196","11956"
"20251008","19:00","11820","2950","1950","3898","148","330","998","116","732","0","0","162","0","1312","34","992","194","11832"
"20251008","19:30","11478","2952","1924","3900","144","330","830","118","728","0","0","148","0","1228","26","1024","190","11494"
"20251008","20:00","11138","2952","1952","3900","144","328","798","114","724","0","0","132","0","992","0","1072","190","11154"
"20251008","20:30","10828","2958","1930","3900","136","322","890","118","726","0","0","122","0","972","6","1424","188","10844"
"20251008","21:00","10494","2958","1884","3902","134","322","646","114","728","0","0","118","0","830","6","1320","188","10510"
"20251008","21:30","10300","2964","1908","3902","128","322","530","118","728","0","0","132","0","440","-6","1036","188","10318"
"20251008","22:00","9982","2962","1916","3896","118","320","456","114","726","0","0","120","0","246","-36","1032","190","9996"
"20251008","22:30","9750","2960","1910","3904","116","312","360","118","728","0","0","132","0","224","-2","1184","190","9768"
"20251008","23:00","9454","2960","1890","3898","108","310","328","114","730","0","0","140","0","60","12","1272","190","9468"
"20251008","23:30","9344","2962","1686","3908","106","310","324","118","730","0","0","156","0","-236","-4","880","188","9368"
"20251008","24:00","8980","2960","1356","3900","98","272","300","114","728","0","0","152","0","-372","-10","696","186","8988"
"20251009","0:30","8616","2958","1026","3906","98","226","298","118","728","0","0","152","0","-540","14","536","188","8636"
"20251009","1:00","8236","2956","800","3900","96","220","292","114","730","0","0","142","0","-572","-26","592","188","8248"
"20251009","1:30","8036","2958","590","3770","90","224","292","118","732","0","0","144","0","-548","-18","484","188","8056"
"20251009","2:00","7966","2956","606","3700","90","220","292","114","726","0","0","150","0","-544","-16","504","188","7978"
"20251009","2:30","7888","2956","554","3780","90","228","282","118","728","0","0","152","0","-552","-16","600","188","7908"
"20251009","3:00","7948","2958","582","3884","86","230","284","114","732","0","0","138","0","-546","-12","680","190","7960"
"20251009","3:30","8118","2956","646","3820","90","230","280","118","736","0","0","134","0","-540","0","520","188","8138"
"20251009","4:00","8194","2956","736","3904","88","214","282","114","732","0","0","146","0","-538","6","624","190","8206"
"20251009","4:30","8352","2956","728","3906","90","210","304","118","734","0","0","142","0","-286","-8","712","188","8370"
"20251009","5:00","8596","2954","942","3902","94","210","374","114","734","0","0","118","0","-278","8","752","190","8610"
"20251009","5:30","8890","2960","930","3904","96","210","476","118","732","0","0","128","0","116","-2","948","188","8908"
"20251009","6:00","8904","2960","1000","3906","98","210","524","114","730","0","0","120","0","128","10","1072","190","8918"
"20251009","6:30","8880","2962","1040","3904","100","210","484","118","732","0","0","122","0","128","-18","1072","188","8898"
"20251009","7:00","8678","2964","834","3902","106","198","460","114","724","86","0","132","0","126","-32","1112","190","8692"
"20251009","7:30","8866","2960","664","3868","108","190","394","118","728","806","0","130","0","48","-26","1288","188","8888"
"20251009","8:00","9056","2962","616","3796","108","192","382","114","726","1834","0","112","0","-458","-26","1480","188","9066"
"20251009","8:30","9952","2964","832","3432","118","198","368","118","728","3210","0","118","0","-854","0","1448","188","9972"
"20251009","9:00","10530","2966","724","3136","124","192","324","114","726","4418","0","126","0","-1132","-34","1328","186","10542"
"20251009","9:30","11122","2964","810","3144","126","190","310","118","726","5326","0","128","0","-1380","22","1528","184","11140"
"20251009","10:00","11394","2964","744","3000","126","190","306","114","720","6012","0","140","0","-1770","18","1340","184","11408"
"20251009","10:30","11528","2966","704","2698","126","178","318","118","724","6480","0","150","0","-2024","24","1096","184","11550"
"20251009","11:00","11778","2960","702","2436","122","170","300","114","726","6886","0","156","0","-2026","34","976","184","11788"
"20251009","11:30","12168","2964","672","1940","126","172","298","116","726","7448","0","154","0","-2044","6","572","184","12190"
"20251009","12:00","12108","2964","736","1894","126","174","298","114","732","7676","0","158","0","-2100","-10","828","184","12118"
"20251009","12:30","11900","2960","582","1896","128","170","292","118","728","7718","0","158","0","-2054","4","968","184","11916"
"20251009","13:00","11688","2962","600","2034","124","174","296","112","726","7372","0","160","0","-2014","2","1028","184","11704"
"20251009","13:30","12100","2958","766","2388","130","170","306","116","722","7280","0","174","0","-2026","-4","1048","184","12116"
"20251009","14:00","11960","2960","1052","2588","126","174","294","114","722","6786","0","190","0","-1982","8","1240","184","11976"
"20251009","14:30","12142","2962","1060","3488","132","184","294","116","724","6398","0","186","0","-2034","2","1536","184","12160"
"20251009","15:00","12010","2956","1192","3740","130","270","298","116","728","5600","0","200","0","-1860","6","1536","184","12024"
"20251009","15:30","12196","2958","1260","3836","134","310","316","118","724","4890","0","208","0","-1182","-26","1516","184","12214"
"20251009","16:00","12058","2956","1406","3886","138","316","320","116","730","3758","0","200","0","-246","-28","1664","184","12072"
"20251009","16:30","11972","2956","1672","3902","142","320","368","118","728","2612","0","218","0","576","-24","1784","188","11992"
"20251009","17:00","11892","2962","1776","3900","142","318","506","116","730","1452","0","210","0","1566","-30","1932","188","11904"
"20251009","17:30","11538","2956","1846","3904","142","320","850","118","730","514","0","208","0","1616","-30","1808","190","11556"
"20251009","18:00","11242","2956","1870","3896","138","318","936","114","732","14","0","214","0","1558","-36","1644","192","11258"
"20251009","18:30","11262","2954","1870","3906","144","320","948","118","732","0","0","226","0","1456","22","1608","196","11284"
"20251009","19:00","11098","2948","1814","3902","144","320","952","114","732","0","0","228","0","1234","28","1504","196","11108"
"20251009","19:30","10722","2956","1780","3904","142","320","668","118","730","0","0","230","0","1298","26","1624","192","10740"
"20251009","20:00","10392","2950","1674","3900","132","322","526","114","728","0","0","228","0","1032","30","1420","190","10406"
"20251009","20:30","10132","2962","1704","3902","132","320","434","118","728","0","0","230","0","538","26","1128","188","10154"
"20251009","21:00","9766","2958","1526","3898","124","320","422","114","728","0","0","222","0","160","-28","856","188","9776"
"20251009","21:30","9604","2968","1468","3906","122","320","404","118","730","0","0","206","0","146","8","960","188","9624"
"20251009","22:00","9308","2962","1278","3870","118","322","384","114","726","0","0","194","0","124","-24","936","188","9320"
"20251009","22:30","9142","2964","1360","3908","110","316","322","118","730","0","0","180","0","158","8","1204","188","9158"
"20251009","23:00","8936","2964","1132","3904","110","308","302","118","734","0","0","156","0","236","16","1216","188","8952"
"20251009","23:30","8786","2960","870","3906","102","310","296","118","734","0","0","142","0","236","10","1064","188","8808"
"20251009","24:00","8526","2964","666","3902","100","308","284","118","730","0","0","140","0","76","-18","920","186","8536"
"20251010","0:30","8200","2964","420","3900","96","274","278","118","732","0","0","130","0","-212","-20","648","188","8220"
"20251010","1:00","7826","2962","292","3900","94","236","276","118","728","0","0","106","0","-266","-22","776","190","7838"
"20251010","1:30","7714","2962","320","3902","92","224","274","120","734","0","0","100","0","-262","-12","908","190","7736"
"20251010","2:00","7546","2960","270","3814","86","218","278","116","730","0","0","86","0","-282","-34","876","190","7556"
"20251010","2:30","7546","2964","270","3888","88","218","278","118","734","0","0","88","0","-264","-18","988","190","7566"
"20251010","3:00","7664","2958","322","3872","86","222","280","120","736","0","0","80","0","-284","-12","892","188","7676"
"20251010","3:30","7786","2958","344","3798","88","218","278","118","734","0","0","76","0","-282","6","724","190","7802"
"20251010","4:00","7888","2962","498","3814","88","220","280","118","734","0","0","80","0","-166","0","912","188","7904"
"20251010","4:30","8070","2954","418","3888","90","214","284","118","732","0","0","80","0","102","-4","980","188","8084"
"20251010","5:00","8356","2956","422","3836","90","210","508","120","724","0","0","76","0","142","-16","884","190","8374"
"20251010","5:30","8592","2954","418","3902","96","212","726","118","724","0","0","70","0","124","20","948","192","8608"
"20251010","6:00","8702","2962","394","3818","94","224","720","116","720","0","0","66","0","128","32","760","204","8718"
"20251010","6:30","8676","2962","512","3872","102","230","548","118","708","0","0","60","0","162","-14","776","210","8694"
"20251010","7:00","8484","2964","454","3844","106","252","432","116","698","96","0","60","0","254","-32","976","230","8498"
"20251010","7:30","8554","2966","518","3810","108","296","406","118","690","854","0","62","0","196","-34","1680","262","8572"
"20251010","8:00","8750","2964","440","3620","106","308","342","116","690","1910","0","52","0","-188","-18","1860","282","8764"
"20251010","8:30","9410","2964","490","3214","120","280","306","118","690","3254","0","50","0","-266","4","2084","288","9428"
"20251010","9:00","9954","2968","376","3114","122","278","294","116","688","4444","0","46","0","-550","-28","2188","288","9968"
"20251010","9:30","10506","2962","332","3046","122","270","292","118","688","5642","0","48","0","-1114","-14","2156","286","10522"
"20251010","10:00","10764","2968","300","2608","116","270","294","114","682","6496","0","38","0","-1702","2","1692","284","10778"
"20251010","10:30","10948","2968","278","2226","118","232","284","118","686","7306","0","38","0","-1760","0","1784","256","10966"
"20251010","11:00","11152","2964","304","2340","118","194","292","114","684","7788","0","32","0","-1700","12","2188","214","11168"
"20251010","11:30","11420","2968","314","2378","120","196","288","116","686","8062","0","34","0","-1666","14","2280","206","11436"
"20251010","12:00","11614","2960","294","2320","126","202","290","116","690","8298","0","26","0","-1662","2","2236","206","11632"
"20251010","12:30","11562","2964","342","1996","122","200","290","118","690","8362","0","24","0","-1612","-2","2120","206","11580"
"20251010","13:00","11568","2966","332","1878","124","200","292","114","688","8234","0","24","0","-1732","-22","1720","204","11582"
"20251010","13:30","11950","2960","508","2178","126","202","286","118","684","7968","0","22","0","-1134","26","2176","204","11972"
"20251010","14:00","12198","2966","502","2392","124","200","280","114","686","7612","0","24","0","-852","0","2044","204","12208"
"20251010","14:30","12248","2956","578","3216","126","234","284","118","680","6962","0","30","0","-820","20","2320","204","12268"
"20251010","15:00","12454","2962","696","3510","130","286","290","114","674","6336","0","32","0","-668","16","2116","204","12466"
"20251010","15:30","12352","2964","828","3626","134","330","298","118","676","5388","0","34","0","-266","30","1992","204","12372"
"20251010","16:00","12254","2956","932","3858","134","334","358","116","672","4096","0","32","0","618","4","2048","204","12266"
"20251010","16:30","12260","2958","1144","3902","142","332","372","118","676","2856","0","28","0","1228","-14","1668","208","12282"
"20251010","17:00","12122","2952","1346","3900","142","334","470","116","678","1616","0","22","0","1586","-26","1212","208","12132"
"20251010","17:30","11598","2962","1446","3906","142","330","886","118","678","546","0","24","0","1540","-34","1136","210","11618"
"20251010","18:00","11282","2960","1462","3904","140","330","976","116","680","-2","0","22","0","1472","-32","944","210","11294"
"20251010","18:30","11276","2950","1462","3908","142","332","964","118","680","2","0","32","0","1516","22","1048","216","11296"
"20251010","19:00","11118","2950","1428","3906","142","332","902","116","682","0","0","34","0","1578","36","1192","216","11130"
"20251010","19:30","10750","2952","1396","3904","140","334","590","118","680","2","0","48","0","1576","36","1216","212","10772"
"20251010","20:00","10520","2950","1386","3902","132","330","482","114","678","0","0","52","0","1190","6","904","212","10530"
"20251010","20:30","10198","2948","1404","3906","132","330","392","118","680","2","0","52","0","958","10","924","210","10218"
"20251010","21:00","9962","2956","1428","3902","126","336","386","116","678","0","0","58","0","284","-10","496","210","9974"
"20251010","21:30","9558","2960","1038","3896","122","332","360","118","680","2","0","64","0","144","-2","344","210","9580"
"20251010","22:00","9352","2960","880","3886","118","334","338","114","682","0","0","72","0","122","8","364","212","9362"
"20251010","22:30","9190","2962","906","3916","114","332","290","118","682","2","0","80","0","194","0","596","210","9210"
"20251010","23:00","8968","2962","802","3906","106","328","272","116","686","0","0","80","0","146","6","640","210","8980"
"20251010","23:30","8862","2962","820","3910","104","326","260","118","684","2","0","72","0","168","0","752","208","8882"
"20251010","24:00","8508","2960","610","3770","96","308","256","114","682","0","0","62","0","118","-26","640","210","8520"
"20251011","0:30","8222","2962","636","3718","98","298","254","118","682","2","0","70","0","118","-30","892","210","8244"
"20251011","1:00","7880","2960","500","3702","96","296","264","114","680","0","0","76","0","120","-24","1104","210","7890"
"20251011","1:30","7752","2962","486","3718","92","296","258","118","680","2","0","92","0","122","-20","1244","210","7772"
"20251011","2:00","7584","2952","488","3662","92","294","262","114","682","0","0","66","0","80","-34","1272","210","7596"
"20251011","2:30","7640","2964","452","3854","90","296","258","118","678","0","0","66","0","-184","-20","1124","210","7658"
"20251011","3:00","7680","2958","482","3778","86","298","270","114","682","2","0","64","0","-282","-2","964","208","7694"
"20251011","3:30","7736","2956","506","3814","88","284","306","118","682","0","0","56","0","-280","-4","984","210","7752"
"20251011","4:00","7882","2958","588","3862","90","262","332","114","684","2","0","64","0","-178","4","1092","208","7898"
"20251011","4:30","8044","2952","582","3794","90","230","392","118","684","0","0","58","0","102","26","1176","208","8060"
"20251011","5:00","8286","2954","616","3840","90","228","514","114","684","0","0","62","0","116","6","1132","210","8302"
"20251011","5:30","8434","2954","546","3846","94","232","588","118","684","0","0","64","0","120","34","1032","208","8456"
"20251011","6:00","8344","2956","540","3706","94","226","600","114","682","0","0","74","0","120","4","972","210","8354"
"20251011","6:30","8180","2962","600","3840","96","228","512","118","678","0","0","86","0","128","-26","1232","208","8198"
"20251011","7:00","7870","2956","624","3610","96","228","436","114","680","60","0","80","0","102","-36","1276","210","7884"
"20251011","7:30","7748","2966","666","3690","100","228","324","118","682","644","0","66","0","-274","-32","1620","208","7766"
"20251011","8:00","7838","2960","598","3490","100","232","296","114","682","1526","0","60","0","-746","-26","1644","210","7852"
"20251011","8:30","8352","2966","674","3068","108","230","256","118","678","2814","0","56","0","-1100","-34","1672","208","8370"
"20251011","9:00","8718","2964","502","2792","108","226","250","114","682","3808","0","48","0","-1168","-32","1772","210","8732"
"20251011","9:30","9068","2962","320","2528","110","228","246","118","680","4752","0","58","0","-1314","10","1820","208","9086"
"20251011","10:00","9406","2966","298","2258","110","228","250","114","678","5514","0","56","0","-1424","16","1852","208","9420"
"20251011","10:30","9814","2960","326","2314","112","228","250","118","680","6070","0","72","0","-1676","26","1852","208","9836"
"20251011","11:00","9948","2968","300","2094","108","230","258","114","680","6438","0","60","0","-1730","30","1800","208","9958"
"20251011","11:30","10176","2960","324","1948","112","224","258","116","678","6928","0","50","0","-1796","-2","1812","208","10196"
"20251011","12:00","10420","2962","336","1962","106","206","258","114","682","7116","0","42","0","-1744","20","1836","208","10432"
"20251011","12:30","10570","2968","370","2206","112","202","258","114","678","6876","0","42","0","-1734","22","1732","208","10590"
"20251011","13:00","10688","2960","372","2402","114","196","256","116","676","6674","0","44","0","-1656","6","1668","208","10700"
"20251011","13:30","10770","2964","408","2480","114","200","252","116","678","6108","0","58","0","-1424","6","1380","208","10788"
"20251011","14:00","10934","2962","414","2784","118","198","246","114","678","5730","0","48","0","-928","0","1624","208","10948"
"20251011","14:30","11086","2958","362","3078","120","200","282","116","678","5318","0","40","0","-796","8","1468","208","11104"
"20251011","15:00","11156","2964","490","3470","120","196","298","114","676","4680","0","36","0","-412","12","1680","208","11172"
"20251011","15:30","11196","2958","700","3512","118","208","364","116","678","3982","0","44","0","-282","-18","1372","208","11216"
"20251011","16:00","11138","2962","904","3550","122","206","388","116","678","3032","0","54","0","-24","-22","1024","208","11150"
"20251011","16:30","11078","2964","888","3590","124","204","384","116","680","2130","0","48","0","166","-10","404","212","11092"
"20251011","17:00","11028","2956","990","3888","128","200","480","116","684","1266","0","46","0","702","-30","596","216","11046"
"20251011","17:30","10886","2952","956","3904","130","190","766","116","680","452","0","46","0","1288","-26","764","216","10906"
"20251011","18:00","10802","2954","926","3900","132","180","832","114","680","32","0","40","0","1432","-12","612","216","10814"
"20251011","18:30","10886","2952","1034","3904","134","184","824","116","678","20","0","42","0","1508","28","736","220","10908"
"20251011","19:00","10754","2952","964","3904","134","182","818","114","680","20","0","50","0","1332","26","632","220","10764"
"20251011","19:30","10560","2952","1030","3908","130","180","666","116","682","16","0","58","0","1254","6","632","214","10580"
"20251011","20:00","10298","2956","958","3904","126","182","660","116","680","2","0","56","0","756","-2","296","212","10310"
"20251011","20:30","9992","2962","976","3902","124","176","474","116","682","0","0","56","0","668","10","344","210","10012"
"20251011","21:00","9770","2960","950","3906","118","164","380","116","682","2","0","50","0","584","2","344","212","9782"
"20251011","21:30","9470","2960","798","3904","116","160","328","116","680","0","0","42","0","332","0","156","210","9490"
"20251011","22:00","9172","2966","732","3898","110","160","300","116","682","0","0","38","0","118","-4","140","208","9184"
"20251011","22:30","8986","2960","746","3910","108","130","268","118","682","0","0","32","0","120","-2","272","208","9008"
"20251011","23:00","8776","2958","594","3862","100","106","264","114","682","2","0","30","0","116","0","252","210","8786"
"20251011","23:30","8674","2966","552","3782","102","96","256","118","680","2","0","42","0","120","8","240","208","8692"
"20251011","24:00","8358","2958","506","3560","90","66","254","114","682","0","0","38","0","116","2","224","210","8372"
"20251012","0:30","8054","2960","610","3758","90","26","250","118","680","0","0","40","0","120","4","792","208","8072"
"20251012","1:00","7700","2962","564","3708","88","22","250","114","678","0","0","38","0","114","-10","1024","210","7714"
"20251012","1:30","7504","2958","532","3762","88","24","250","118","680","0","0","36","0","118","-12","1240","210","7524"
"20251012","2:00","7444","2956","526","3684","86","26","264","114","678","2","0","28","0","116","-2","1232","210","7456"
"20251012","2:30","7464","2958","504","3722","86","24","268","118","680","0","0","36","0","120","-8","1232","210","7486"
"20251012","3:00","7498","2956","484","3692","86","26","274","114","680","2","0","34","0","118","-2","1164","208","7508"
"20251012","3:30","7634","2960","470","3876","86","26","272","118","682","2","0","42","0","120","-10","1196","208","7656"
"20251012","4:00","7776","2954","590","3908","84","26","284","114","682","0","0","40","0","118","0","1224","210","7786"
"20251012","4:30","7920","2952","790","3908","88","26","342","118","682","0","0","36","0","120","-6","1328","208","7936"
"20251012","5:00","8160","2954","778","3876","88","26","464","114","686","2","0","30","0","120","12","1184","210","8176"
"20251012","5:30","8274","2956","666","3758","90","28","514","118","682","2","0","28","0","126","4","888","210","8294"
"20251012","6:00","8188","2956","722","3790","92","28","562","114","682","0","0","32","0","116","-24","1080","210","8200"
"20251012","6:30","8024","2952","844","3764","92","28","518","118","680","2","0","42","0","120","-4","1320","208","8044"
"20251012","7:00","7720","2958","846","3584","94","26","478","114","686","36","0","44","0","168","-18","1496","210","7730"
"20251012","7:30","7666","2956","692","3386","96","26","418","118","682","484","0","48","0","170","-26","1576","208","7682"
"20251012","8:00","7738","2964","636","3228","96","26","322","114","686","1302","0","40","0","-292","-14","1564","210","7754"
"20251012","8:30","8056","2964","696","2612","96","26","276","116","682","2522","0","42","0","-496","24","1692","208","8076"
"20251012","9:00","8356","2956","588","2184","94","26","262","116","674","3594","0","46","0","-600","-6","1776","210","8368"
"20251012","9:30","8802","2964","494","1954","94","24","256","116","668","4774","0","46","0","-952","2","1828","208","8820"
"20251012","10:00","9058","2958","442","1588","94","26","262","116","658","5634","0","34","0","-1116","-4","1828","208","9072"
"20251012","10:30","9480","2962","442","1410","96","26","256","116","598","6450","0","34","0","-1282","-2","1816","208","9498"
"20251012","11:00","9596","2960","446","1146","96","22","254","114","546","6910","0","30","0","-1308","-2","1812","208","9610"
"20251012","11:30","9782","2960","418","1100","100","24","250","116","548","7332","0","30","0","-1460","0","1828","208","9798"
"20251012","12:00","10188","2960","412","1096","102","24","248","114","548","7848","0","26","0","-1552","18","1848","208","10204"
"20251012","12:30","10364","2960","438","1100","106","24","246","118","546","7992","0","38","0","-1588","4","1804","208","10388"
"20251012","13:00","10398","2960","498","1146","102","24","254","114","546","7824","0","46","0","-1564","0","1752","208","10406"
"20251012","13:30","10510","2960","540","1430","108","24","250","116","548","7694","0","58","0","-1624","14","1800","208","10526"
"20251012","14:00","10618","2956","602","1660","106","24","260","114","592","7324","0","60","0","-1564","10","1720","208","10632"
"20251012","14:30","10780","2960","590","2102","108","24","258","116","660","6988","0","70","0","-1560","6","1732","208","10798"
"20251012","15:00","10932","2960","488","2688","112","26","296","116","672","6336","0","74","0","-1662","-4","1364","208","10946"
"20251012","15:30","10706","2962","682","3056","116","24","316","118","676","5170","0","102","0","-1096","-20","1592","208","10722"
"20251012","16:00","10754","2958","750","3542","116","24","328","114","680","4036","0","124","0","-554","28","1584","208","10770"
"20251012","16:30","10768","2960","968","3840","124","24","378","118","682","2774","0","142","0","-318","-4","1112","212","10788"
"20251012","17:00","10670","2960","1076","3902","128","24","426","116","684","1480","0","142","0","556","-16","1008","212","10682"
"20251012","17:30","10548","2948","1080","3898","132","24","498","118","684","454","0","134","0","1604","-28","1196","216","10566"
"20251012","18:00","10542","2954","1072","3906","132","24","636","116","680","10","0","124","0","1866","-32","1148","216","10556"
"20251012","18:30","10596","2950","1062","3904","136","26","628","118","680","20","0","156","0","1918","22","1228","220","10612"
"20251012","19:00","10474","2952","1084","3906","134","22","778","116","684","20","0","138","0","1876","32","1472","220","10490"
"20251012","19:30","10336","2952","1078","3908","132","26","738","118","684","20","0","114","0","1640","14","1288","216","10352"
"20251012","20:00","10010","2950","1096","3908","128","26","726","116","682","2","0","108","0","1328","-2","1256","214","10026"
"20251012","20:30","9822","2966","1084","3908","124","26","608","118","686","0","0","112","0","1368","6","1376","210","9840"
"20251012","21:00","9540","2962","1104","3904","122","30","360","116","686","0","0","94","0","1154","4","1192","210","9554"
"20251012","21:30","9362","2962","1092","3906","116","30","284","118","684","0","0","98","0","832","2","952","208","9380"
"20251012","22:00","9078","2962","1074","3906","112","26","276","116","688","0","0","90","0","558","-2","924","210","9092"
"20251012","22:30","8826","2960","1082","3908","110","26","266","118","686","0","0","80","0","414","2","1016","208","8844"
"20251012","23:00","8552","2962","918","3902","100","26","250","114","688","0","0","82","0","142","8","836","210","8566"
"20251012","23:30","8448","2966","876","3910","102","26","240","118","688","0","0","80","0","170","-16","900","208","8468"
"20251012","24:00","8152","2960","698","3798","92","22","246","114","692","0","0","62","0","112","-26","816","210","8164"
"20251013","0:30","7844","2966","724","3702","92","24","248","118","698","0","0","62","0","118","-32","1064","208","7864"
"20251013","1:00","7600","2964","746","3752","88","24","258","114","698","0","0","58","0","116","-30","1384","208","7612"
"20251013","1:30","7438","2968","750","3752","88","24","252","118","698","0","0","52","0","-82","-34","1336","208","7458"
"20251013","2:00","7264","2966","702","3764","86","28","260","114","698","0","0","58","0","-284","-28","1296","208","7276"
"20251013","2:30","7192","2966","740","3666","84","28","254","118","696","0","0","50","0","-276","-18","1304","208","7212"
"20251013","3:00","7302","2964","774","3784","86","28","256","114","702","0","0","42","0","-290","12","1368","210","7314"
"20251013","3:30","7524","2962","726","3910","86","34","278","118","696","0","0","38","0","-282","4","1232","208","7546"
"20251013","4:00","7616","2966","816","3892","84","28","286","114","702","0","0","28","0","-278","34","1256","210","7626"
"20251013","4:30","7740","2962","734","3766","86","32","326","118","698","0","0","42","0","2","24","1240","208","7758"
"20251013","5:00","8048","2960","822","3750","86","28","406","114","700","0","0","46","0","122","10","1192","210","8062"
"20251013","5:30","8212","2960","782","3604","90","28","514","118","696","0","0","42","0","118","-4","928","208","8228"
"20251013","6:00","8188","2958","862","3668","92","32","526","114","692","0","0","46","0","116","8","1120","210","8204"
"20251013","6:30","8116","2960","934","3634","92","32","512","118","692","0","0","48","0","188","-24","1256","208","8138"
"20251013","7:00","7772","2960","954","3472","94","28","492","114","698","80","0","42","0","174","-32","1504","210","7782"
"20251013","7:30","7912","2962","894","3258","98","28","364","118","696","790","0","38","0","102","-30","1592","208","7934"
"20251013","8:00","8034","2964","840","2976","96","28","326","114","696","1862","0","28","0","-634","-32","1428","208","8044"
"20251013","8:30","8504","2962","890","2306","102","28","260","118","688","3240","0","20","0","-774","-14","1508","208","8526"
"20251013","9:00","8862","2966","840","1882","102","30","250","114","682","4404","0","16","0","-890","-34","1696","206","8872"
"20251013","9:30","9392","2964","744","1690","108","28","244","118","668","5492","0","16","0","-1154","10","1720","206","9414"
"20251013","10:00","9860","2962","726","1576","100","26","258","114","604","6430","0","10","0","-1358","22","1804","204","9870"
"20251013","10:30","10050","2966","502","1566","104","30","256","118","554","7102","0","10","0","-1526","18","1832","206","10074"
"20251013","11:00","10288","2962","442","1440","104","30","260","114","558","7682","0","6","0","-1772","32","1768","206","10296"
"20251013","11:30","10594","2966","450","1468","108","30","254","118","556","7960","0","8","0","-1752","32","1788","206","10616"
"20251013","12:00","10842","2966","448","1466","110","28","252","114","558","8132","0","6","0","-1756","12","1688","204","10852"
"20251013","12:30","10930","2962","452","1528","112","30","250","118","558","8158","0","8","0","-1730","18","1720","206","10950"
"20251013","13:00","11110","2966","556","1530","114","32","252","114","556","8130","0","4","0","-1662","8","1684","206","11122"
"20251013","13:30","11258","2964","538","1682","118","30","248","118","598","7708","0","6","0","-1602","2","1340","206","11276"
"20251013","14:00","11372","2966","452","2130","118","28","250","116","662","7352","0","8","0","-1604","2","1300","206","11386"
"20251013","14:30","11382","2970","624","2420","122","30","258","118","678","6836","0","6","0","-1452","14","1432","206","11398"
"20251013","15:00","11580","2964","570","2838","120","26","298","116","692","6154","0","6","0","-1112","0","1280","204","11596"
"20251013","15:30","11378","2970","700","3156","124","28","364","118","692","5022","0","12","0","-758","-18","1220","204","11394"
"20251013","16:00","11482","2960","792","3504","128","28","380","116","696","3854","0","18","0","68","-20","1232","206","11498"
"20251013","16:30","11444","2960","996","3884","132","30","396","118","694","2684","0","18","0","234","-28","860","208","11466"
"20251013","17:00","11326","2956","1084","3892","136","26","470","116","700","1426","0","14","0","1334","4","1036","212","11334"
"20251013","17:30","11220","2954","1106","3902","140","32","734","118","696","450","0","12","0","1766","-18","864","214","11242"
"20251013","18:00","11112","2954","1064","3894","138","30","832","116","698","14","0","6","0","1940","-30","748","214","11122"
"20251013","18:30","11160","2956","1068","3904","144","30","802","118","694","20","0","8","0","1880","22","680","216","11182"
"20251013","19:00","11020","2958","1086","3906","142","32","736","116","698","16","0","2","0","1870","26","776","218","11030"
"20251013","19:30","10726","2960","1078","3906","138","30","458","118","700","2","0","6","0","1900","32","796","214","10746"
"20251013","20:00","10458","2966","1086","3908","134","30","396","116","700","0","0","4","0","1738","10","828","210","10470"
"20251013","20:30","10178","2966","1066","3906","128","28","340","118","702","0","0","4","0","1558","-8","820","206","10194"
"20251013","21:00","9964","2964","1106","3904","122","32","284","116","698","0","0","4","0","1024","-28","452","206","9980"
"20251013","21:30","9654","2966","1106","3906","118","28","258","118","696","0","0","2","0","842","-30","540","206","9676"
"20251013","22:00","9424","2962","1082","3906","114","28","250","114","694","0","0","2","0","626","-36","516","208","9434"
"20251013","22:30","9188","2964","1120","3908","110","30","244","118","698","0","0","2","0","486","-30","644","206","9212"
"20251013","23:00","8932","2968","822","3894","102","28","246","114","700","0","0","2","0","222","-8","356","206","8940"
"20251013","23:30","8792","2962","980","3882","100","30","238","118","700","0","0","2","0","176","26","608","206","8812"
"20251013","24:00","8462","2966","774","3812","98","28","242","114","700","0","0","4","0","118","12","600","206","8474"
"20251014","0:30","8170","2968","624","3724","90","30","246","118","698","0","0","2","0","18","14","552","206","8186"
"20251014","1:00","7840","2962","512","3640","90","30","262","114","710","0","0","2","0","-244","-6","424","208","7856"
"20251014","1:30","7626","2964","498","3760","88","30","254","118","716","0","0","4","0","-310","-24","660","206","7644"
"20251014","2:00","7502","2964","510","3884","86","28","256","114","724","0","0","2","0","-528","4","736","208","7516"
"20251014","2:30","7474","2966","562","3822","84","28","250","118","716","0","0","2","0","-546","-12","704","208","7494"
"20251014","3:00","7552","2972","576","3882","84","32","252","114","720","0","0","0","0","-538","-2","736","208","7564"
"20251014","3:30","7754","2970","684","3902","84","28","244","118","724","0","0","4","0","-512","8","688","208","7774"
"20251014","4:00","7856","2966","652","3906","82","30","268","114","728","0","0","2","0","-316","4","776","208","7868"
